CD_CVM,TICKER,DATE,PRICE
906,BBDC4,2014-10-06,8.793425559997559
906,BBDC4,2014-10-07,8.735580444335938
906,BBDC4,2014-10-08,8.661527633666992
906,BBDC4,2014-10-09,8.830452919006348
906,BBDC4,2014-10-10,8.388463973999023
906,BBDC4,2014-10-13,9.061858177185059
906,BBDC4,2014-10-14,9.186811447143555
906,BBDC4,2014-10-15,8.684661865234375
906,BBDC4,2014-10-16,8.3768949508667
906,BBDC4,2014-10-17,8.7008638381958
906,BBDC4,2014-10-20,8.494911193847656
906,BBDC4,2014-10-21,8.126976013183594
906,BBDC4,2014-10-22,8.076064109802246
906,BBDC4,2014-10-23,7.645652770996094
906,BBDC4,2014-10-24,7.846975803375244
906,BBDC4,2014-10-27,7.76135778427124
906,BBDC4,2014-10-28,8.133915901184082
906,BBDC4,2014-10-29,7.812263011932373
906,BBDC4,2014-10-30,8.342183113098145
906,BBDC4,2014-10-31,8.63607406616211
906,BBDC4,2014-11-03,8.524996757507324
906,BBDC4,2014-11-04,8.6339750289917
906,BBDC4,2014-11-05,8.506633758544922
906,BBDC4,2014-11-06,8.32371997833252
906,BBDC4,2014-11-07,8.358448028564453
906,BBDC4,2014-11-10,8.402440071105957
906,BBDC4,2014-11-11,8.45338249206543
906,BBDC4,2014-11-12,8.476531982421875
906,BBDC4,2014-11-13,8.251948356628418
906,BBDC4,2014-11-14,8.279728889465332
906,BBDC4,2014-11-17,8.09449577331543
906,BBDC4,2014-11-18,8.45801067352295
906,BBDC4,2014-11-19,8.82152271270752
906,BBDC4,2014-11-21,9.4929780960083
906,BBDC4,2014-11-24,9.340165138244629
906,BBDC4,2014-11-25,9.474455833435059
906,BBDC4,2014-11-26,9.377205848693848
906,BBDC4,2014-11-27,9.201239585876465
906,BBDC4,2014-11-28,9.175769805908203
906,BBDC4,2014-12-01,8.705758094787598
906,BBDC4,2014-12-02,8.58082103729248
906,BBDC4,2014-12-03,8.675795555114746
906,BBDC4,2014-12-04,8.490468978881836
906,BBDC4,2014-12-05,8.678121566772461
906,BBDC4,2014-12-08,8.24259090423584
906,BBDC4,2014-12-09,8.434873580932617
906,BBDC4,2014-12-10,8.18930721282959
906,BBDC4,2014-12-11,8.386219024658203
906,BBDC4,2014-12-12,7.89509391784668
906,BBDC4,2014-12-15,7.672700881958008
906,BBDC4,2014-12-16,7.712078094482422
906,BBDC4,2014-12-17,8.089690208435059
906,BBDC4,2014-12-18,8.041041374206543
906,BBDC4,2014-12-19,8.247220993041992
906,BBDC4,2014-12-22,8.316719055175781
906,BBDC4,2014-12-23,8.451059341430664
906,BBDC4,2014-12-26,8.271756172180176
906,BBDC4,2014-12-29,8.32837963104248
906,BBDC4,2014-12-30,8.271756172180176
906,BBDC4,2015-01-02,8.092443466186523
906,BBDC4,2015-01-05,8.109134674072266
906,BBDC4,2015-01-06,8.375896453857422
906,BBDC4,2015-01-07,8.708760261535645
906,BBDC4,2015-01-08,8.753619194030762
906,BBDC4,2015-01-09,8.37353801727295
906,BBDC4,2015-01-12,8.224810600280762
906,BBDC4,2015-01-13,8.250782012939453
906,BBDC4,2015-01-14,8.338128089904785
906,BBDC4,2015-01-15,8.25313949584961
906,BBDC4,2015-01-16,8.333406448364258
906,BBDC4,2015-01-19,8.158708572387695
906,BBDC4,2015-01-20,8.132740020751953
906,BBDC4,2015-01-21,8.331046104431152
906,BBDC4,2015-01-22,8.423117637634277
906,BBDC4,2015-01-23,8.349937438964844
906,BBDC4,2015-01-26,8.48449420928955
906,BBDC4,2015-01-27,8.498658180236816
906,BBDC4,2015-01-28,8.321600914001465
906,BBDC4,2015-01-29,8.208287239074707
906,BBDC4,2015-01-30,7.962774276733398
906,BBDC4,2015-02-02,8.045393943786621
906,BBDC4,2015-02-03,8.343192100524902
906,BBDC4,2015-02-04,8.553428649902344
906,BBDC4,2015-02-05,8.416420936584473
906,BBDC4,2015-02-06,8.45185375213623
906,BBDC4,2015-02-09,8.539258003234863
906,BBDC4,2015-02-10,8.360715866088867
906,BBDC4,2015-02-11,8.135323524475098
906,BBDC4,2015-02-12,8.457989692687988
906,BBDC4,2015-02-13,8.683379173278809
906,BBDC4,2015-02-18,8.778275489807129
906,BBDC4,2015-02-19,8.759298324584961
906,BBDC4,2015-02-20,8.78065299987793
906,BBDC4,2015-02-23,8.866057395935059
906,BBDC4,2015-02-24,8.963334083557129
906,BBDC4,2015-02-25,9.013155937194824
906,BBDC4,2015-02-26,9.032135009765625
906,BBDC4,2015-02-27,8.92063045501709
906,BBDC4,2015-03-02,8.799628257751465
906,BBDC4,2015-03-03,8.818794250488281
906,BBDC4,2015-03-04,8.636002540588379
906,BBDC4,2015-03-05,8.621763229370117
906,BBDC4,2015-03-06,8.51731014251709
906,BBDC4,2015-03-09,8.272807121276855
906,BBDC4,2015-03-10,7.997445106506348
906,BBDC4,2015-03-11,8.237200736999512
906,BBDC4,2015-03-12,8.090015411376953
906,BBDC4,2015-03-13,7.990320205688477
906,BBDC4,2015-03-16,8.109012603759766
906,BBDC4,2015-03-17,8.427105903625488
906,BBDC4,2015-03-18,8.759441375732422
906,BBDC4,2015-03-19,8.612262725830078
906,BBDC4,2015-03-20,8.745196342468262
906,BBDC4,2015-03-23,8.723832130432129
906,BBDC4,2015-03-24,8.640748977661133
906,BBDC4,2015-03-25,8.645499229431152
906,BBDC4,2015-03-26,8.379624366760254
906,BBDC4,2015-03-27,8.146991729736328
906,BBDC4,2015-03-30,8.317904472351074
906,BBDC4,2015-03-31,8.417610168457031
906,BBDC4,2015-04-01,8.691076278686523
906,BBDC4,2015-04-02,8.781994819641113
906,BBDC4,2015-04-06,8.867510795593262
906,BBDC4,2015-04-07,8.915960311889648
906,BBDC4,2015-04-08,8.913111686706543
906,BBDC4,2015-04-09,8.753495216369629
906,BBDC4,2015-04-10,8.787694931030273
906,BBDC4,2015-04-13,8.810503005981445
906,BBDC4,2015-04-14,8.933066368103027
906,BBDC4,2015-04-15,9.029977798461914
906,BBDC4,2015-04-16,9.032828330993652
906,BBDC4,2015-04-17,8.764893531799316
906,BBDC4,2015-04-20,8.716439247131348
906,BBDC4,2015-04-22,8.787694931030273
906,BBDC4,2015-04-23,9.0128755569458
906,BBDC4,2015-04-24,9.263710021972656
906,BBDC4,2015-04-27,9.089832305908203
906,BBDC4,2015-04-28,9.263710021972656
906,BBDC4,2015-04-29,8.987215042114258
906,BBDC4,2015-04-30,9.17249584197998
906,BBDC4,2015-05-04,9.21810245513916
906,BBDC4,2015-05-05,9.254386901855469
906,BBDC4,2015-05-06,9.026236534118652
906,BBDC4,2015-05-07,8.992016792297363
906,BBDC4,2015-05-08,9.026236534118652
906,BBDC4,2015-05-11,8.997721672058105
906,BBDC4,2015-05-12,8.906460762023926
906,BBDC4,2015-05-13,8.818048477172852
906,BBDC4,2015-05-14,9.020537376403809
906,BBDC4,2015-05-15,9.177387237548828
906,BBDC4,2015-05-18,8.943540573120117
906,BBDC4,2015-05-19,8.863680839538574
906,BBDC4,2015-05-20,8.612717628479004
906,BBDC4,2015-05-21,8.510048866271973
906,BBDC4,2015-05-22,8.270493507385254
906,BBDC4,2015-05-25,8.356045722961426
906,BBDC4,2015-05-26,8.056597709655762
906,BBDC4,2015-05-27,8.350343704223633
906,BBDC4,2015-05-28,8.253378868103027
906,BBDC4,2015-05-29,8.042339324951172
906,BBDC4,2015-06-01,7.993855953216553
906,BBDC4,2015-06-02,8.26753044128418
906,BBDC4,2015-06-03,8.044927597045898
906,BBDC4,2015-06-05,7.8737053871154785
906,BBDC4,2015-06-08,7.865139961242676
906,BBDC4,2015-06-09,7.819479465484619
906,BBDC4,2015-06-10,8.104862213134766
906,BBDC4,2015-06-11,8.093448638916016
906,BBDC4,2015-06-12,7.9336323738098145
906,BBDC4,2015-06-15,7.902243137359619
906,BBDC4,2015-06-16,8.079178810119629
906,BBDC4,2015-06-17,7.907946586608887
906,BBDC4,2015-06-18,8.204750061035156
906,BBDC4,2015-06-19,8.039222717285156
906,BBDC4,2015-06-22,8.116279602050781
906,BBDC4,2015-06-23,8.22254753112793
906,BBDC4,2015-06-24,8.274262428283691
906,BBDC4,2015-06-25,8.24553108215332
906,BBDC4,2015-06-26,8.36619758605957
906,BBDC4,2015-06-29,8.142102241516113
906,BBDC4,2015-06-30,8.167961120605469
906,BBDC4,2015-07-01,8.142102241516113
906,BBDC4,2015-07-02,8.308551788330078
906,BBDC4,2015-07-03,8.2136812210083
906,BBDC4,2015-07-06,8.05268669128418
906,BBDC4,2015-07-07,7.980812072753906
906,BBDC4,2015-07-08,7.857188701629639
906,BBDC4,2015-07-10,8.193559646606445
906,BBDC4,2015-07-13,8.337308883666992
906,BBDC4,2015-07-14,8.38905143737793
906,BBDC4,2015-07-15,8.34880542755127
906,BBDC4,2015-07-16,8.308551788330078
906,BBDC4,2015-07-17,8.285558700561523
906,BBDC4,2015-07-20,8.124556541442871
906,BBDC4,2015-07-21,8.021062850952148
906,BBDC4,2015-07-22,7.920440196990967
906,BBDC4,2015-07-23,7.615697860717773
906,BBDC4,2015-07-24,7.684691905975342
906,BBDC4,2015-07-27,7.791064739227295
906,BBDC4,2015-07-28,7.8715643882751465
906,BBDC4,2015-07-29,7.937691688537598
906,BBDC4,2015-07-30,7.733571529388428
906,BBDC4,2015-07-31,7.900313854217529
906,BBDC4,2015-08-03,7.563945293426514
906,BBDC4,2015-08-04,7.494603157043457
906,BBDC4,2015-08-05,7.4629597663879395
906,BBDC4,2015-08-06,7.494603157043457
906,BBDC4,2015-08-07,7.284581661224365
906,BBDC4,2015-08-10,7.379524230957031
906,BBDC4,2015-08-11,7.503235816955566
906,BBDC4,2015-08-12,7.160869121551514
906,BBDC4,2015-08-13,6.99113130569458
906,BBDC4,2015-08-14,6.953726291656494
906,BBDC4,2015-08-17,6.835772514343262
906,BBDC4,2015-08-18,6.973866939544678
906,BBDC4,2015-08-19,6.763845920562744
906,BBDC4,2015-08-20,6.726441383361816
906,BBDC4,2015-08-21,6.651641368865967
906,BBDC4,2015-08-24,6.622872829437256
906,BBDC4,2015-08-25,6.504916667938232
906,BBDC4,2015-08-26,6.927833557128906
906,BBDC4,2015-08-27,7.123471736907959
906,BBDC4,2015-08-28,6.896185398101807
906,BBDC4,2015-08-31,6.631500720977783
906,BBDC4,2015-09-01,6.441622257232666
906,BBDC4,2015-09-02,6.559384822845459
906,BBDC4,2015-09-03,6.723507881164551
906,BBDC4,2015-09-04,6.438444137573242
906,BBDC4,2015-09-08,6.588176250457764
906,BBDC4,2015-09-09,6.6659255027771
906,BBDC4,2015-09-10,6.521949291229248
906,BBDC4,2015-09-11,6.449963569641113
906,BBDC4,2015-09-14,6.737908363342285
906,BBDC4,2015-09-15,6.867482662200928
906,BBDC4,2015-09-16,7.123752117156982
906,BBDC4,2015-09-17,7.103596210479736
906,BBDC4,2015-09-18,6.71774959564209
906,BBDC4,2015-09-21,6.510432243347168
906,BBDC4,2015-09-22,6.53634786605835
906,BBDC4,2015-09-23,6.314627170562744
906,BBDC4,2015-09-24,6.389493465423584
906,BBDC4,2015-09-25,6.242643356323242
906,BBDC4,2015-09-28,6.0871500968933105
906,BBDC4,2015-09-29,6.049717903137207
906,BBDC4,2015-09-30,6.167777061462402
906,BBDC4,2015-10-01,6.251280784606934
906,BBDC4,2015-10-02,6.487307548522949
906,BBDC4,2015-10-05,6.677518367767334
906,BBDC4,2015-10-06,6.740918159484863
906,BBDC4,2015-10-07,6.983008861541748
