DATE,CD_CVM,TICKER,PRICE,PL
2014-10-06,906.0,BBDC4,8.793425559997559,
2014-10-07,906.0,BBDC4,8.735580444335938,
2014-10-08,906.0,BBDC4,8.661527633666992,
2014-10-09,906.0,BBDC4,8.830452919006348,
2014-10-10,906.0,BBDC4,8.388463973999023,
2014-10-11,906.0,BBDC4,8.388463973999023,
2014-10-12,906.0,BBDC4,8.388463973999023,
2014-10-13,906.0,BBDC4,9.06185817718506,
2014-10-14,906.0,BBDC4,9.186811447143556,
2014-10-15,906.0,BBDC4,8.684661865234375,
2014-10-16,906.0,BBDC4,8.3768949508667,
2014-10-17,906.0,BBDC4,8.7008638381958,
2014-10-18,906.0,BBDC4,8.7008638381958,
2014-10-19,906.0,BBDC4,8.7008638381958,
2014-10-20,906.0,BBDC4,8.494911193847656,
2014-10-21,906.0,BBDC4,8.126976013183594,
2014-10-22,906.0,BBDC4,8.076064109802246,
2014-10-23,906.0,BBDC4,7.645652770996094,
2014-10-24,906.0,BBDC4,7.846975803375244,
2014-10-25,906.0,BBDC4,7.846975803375244,
2014-10-26,906.0,BBDC4,7.846975803375244,
2014-10-27,906.0,BBDC4,7.76135778427124,
2014-10-28,906.0,BBDC4,8.133915901184082,
2014-10-29,906.0,BBDC4,7.812263011932373,
2014-10-30,906.0,BBDC4,8.342183113098145,
2014-10-31,906.0,BBDC4,8.63607406616211,
2014-11-01,906.0,BBDC4,8.63607406616211,
2014-11-02,906.0,BBDC4,8.63607406616211,
2014-11-03,906.0,BBDC4,8.524996757507324,
2014-11-04,906.0,BBDC4,8.6339750289917,
2014-11-05,906.0,BBDC4,8.506633758544922,
2014-11-06,906.0,BBDC4,8.32371997833252,
2014-11-07,906.0,BBDC4,8.358448028564453,
2014-11-08,906.0,BBDC4,8.358448028564453,
2014-11-09,906.0,BBDC4,8.358448028564453,
2014-11-10,906.0,BBDC4,8.402440071105957,
2014-11-11,906.0,BBDC4,8.45338249206543,
2014-11-12,906.0,BBDC4,8.476531982421875,
2014-11-13,906.0,BBDC4,8.251948356628418,
2014-11-14,906.0,BBDC4,8.279728889465332,
2014-11-15,906.0,BBDC4,8.279728889465332,
2014-11-16,906.0,BBDC4,8.279728889465332,
2014-11-17,906.0,BBDC4,8.09449577331543,
2014-11-18,906.0,BBDC4,8.45801067352295,
2014-11-19,906.0,BBDC4,8.82152271270752,
2014-11-20,906.0,BBDC4,8.82152271270752,
2014-11-21,906.0,BBDC4,9.4929780960083,
2014-11-22,906.0,BBDC4,9.4929780960083,
2014-11-23,906.0,BBDC4,9.4929780960083,
2014-11-24,906.0,BBDC4,9.340165138244627,
2014-11-25,906.0,BBDC4,9.47445583343506,
2014-11-26,906.0,BBDC4,9.377205848693848,
2014-11-27,906.0,BBDC4,9.201239585876465,
2014-11-28,906.0,BBDC4,9.175769805908203,
2014-11-29,906.0,BBDC4,9.175769805908203,
2014-11-30,906.0,BBDC4,9.175769805908203,
2014-12-01,906.0,BBDC4,8.705758094787598,
2014-12-02,906.0,BBDC4,8.58082103729248,
2014-12-03,906.0,BBDC4,8.675795555114746,
2014-12-04,906.0,BBDC4,8.490468978881836,
2014-12-05,906.0,BBDC4,8.678121566772461,
2014-12-06,906.0,BBDC4,8.678121566772461,
2014-12-07,906.0,BBDC4,8.678121566772461,
2014-12-08,906.0,BBDC4,8.24259090423584,
2014-12-09,906.0,BBDC4,8.434873580932617,
2014-12-10,906.0,BBDC4,8.18930721282959,
2014-12-11,906.0,BBDC4,8.386219024658203,
2014-12-12,906.0,BBDC4,7.89509391784668,
2014-12-13,906.0,BBDC4,7.89509391784668,
2014-12-14,906.0,BBDC4,7.89509391784668,
2014-12-15,906.0,BBDC4,7.672700881958008,
2014-12-16,906.0,BBDC4,7.712078094482422,
2014-12-17,906.0,BBDC4,8.089690208435059,
2014-12-18,906.0,BBDC4,8.041041374206543,
2014-12-19,906.0,BBDC4,8.247220993041992,
2014-12-20,906.0,BBDC4,8.247220993041992,
2014-12-21,906.0,BBDC4,8.247220993041992,
2014-12-22,906.0,BBDC4,8.316719055175781,
2014-12-23,906.0,BBDC4,8.451059341430664,
2014-12-24,906.0,BBDC4,8.451059341430664,
2014-12-25,906.0,BBDC4,8.451059341430664,
2014-12-26,906.0,BBDC4,8.271756172180176,
2014-12-27,906.0,BBDC4,8.271756172180176,
2014-12-28,906.0,BBDC4,8.271756172180176,
2014-12-29,906.0,BBDC4,8.32837963104248,
2014-12-30,906.0,BBDC4,8.271756172180176,
2014-12-31,906.0,BBDC4,8.271756172180176,
2015-01-01,906.0,BBDC4,8.271756172180176,
2015-01-02,906.0,BBDC4,8.092443466186523,
2015-01-03,906.0,BBDC4,8.092443466186523,
2015-01-04,906.0,BBDC4,8.092443466186523,
2015-01-05,906.0,BBDC4,8.109134674072266,
2015-01-06,906.0,BBDC4,8.375896453857422,
2015-01-07,906.0,BBDC4,8.708760261535645,
2015-01-08,906.0,BBDC4,8.753619194030762,
2015-01-09,906.0,BBDC4,8.37353801727295,
2015-01-10,906.0,BBDC4,8.37353801727295,
2015-01-11,906.0,BBDC4,8.37353801727295,
2015-01-12,906.0,BBDC4,8.224810600280762,
2015-01-13,906.0,BBDC4,8.250782012939453,
2015-01-14,906.0,BBDC4,8.338128089904785,
2015-01-15,906.0,BBDC4,8.25313949584961,
2015-01-16,906.0,BBDC4,8.333406448364258,
2015-01-17,906.0,BBDC4,8.333406448364258,
2015-01-18,906.0,BBDC4,8.333406448364258,
2015-01-19,906.0,BBDC4,8.158708572387695,
2015-01-20,906.0,BBDC4,8.132740020751953,
2015-01-21,906.0,BBDC4,8.331046104431152,
2015-01-22,906.0,BBDC4,8.423117637634277,
2015-01-23,906.0,BBDC4,8.349937438964844,
2015-01-24,906.0,BBDC4,8.349937438964844,
2015-01-25,906.0,BBDC4,8.349937438964844,
2015-01-26,906.0,BBDC4,8.48449420928955,
2015-01-27,906.0,BBDC4,8.498658180236816,
2015-01-28,906.0,BBDC4,8.321600914001465,
2015-01-29,906.0,BBDC4,8.208287239074707,
2015-01-30,906.0,BBDC4,7.962774276733398,
2015-01-31,906.0,BBDC4,7.962774276733398,
2015-02-01,906.0,BBDC4,7.962774276733398,
2015-02-02,906.0,BBDC4,8.045393943786621,
2015-02-03,906.0,BBDC4,8.343192100524902,
2015-02-04,906.0,BBDC4,8.553428649902344,
2015-02-05,906.0,BBDC4,8.416420936584473,
2015-02-06,906.0,BBDC4,8.45185375213623,
2015-02-07,906.0,BBDC4,8.45185375213623,
2015-02-08,906.0,BBDC4,8.45185375213623,
2015-02-09,906.0,BBDC4,8.539258003234863,
2015-02-10,906.0,BBDC4,8.360715866088867,
2015-02-11,906.0,BBDC4,8.135323524475098,
2015-02-12,906.0,BBDC4,8.457989692687988,
2015-02-13,906.0,BBDC4,8.683379173278809,
2015-02-14,906.0,BBDC4,8.683379173278809,
2015-02-15,906.0,BBDC4,8.683379173278809,
2015-02-16,906.0,BBDC4,8.683379173278809,
2015-02-17,906.0,BBDC4,8.683379173278809,
2015-02-18,906.0,BBDC4,8.778275489807129,
2015-02-19,906.0,BBDC4,8.759298324584961,
2015-02-20,906.0,BBDC4,8.78065299987793,
2015-02-21,906.0,BBDC4,8.78065299987793,
2015-02-22,906.0,BBDC4,8.78065299987793,
2015-02-23,906.0,BBDC4,8.866057395935059,
2015-02-24,906.0,BBDC4,8.963334083557129,
2015-02-25,906.0,BBDC4,9.013155937194824,
2015-02-26,906.0,BBDC4,9.032135009765623,
2015-02-27,906.0,BBDC4,8.92063045501709,
2015-02-28,906.0,BBDC4,8.92063045501709,
2015-03-01,906.0,BBDC4,8.92063045501709,
2015-03-02,906.0,BBDC4,8.799628257751465,
2015-03-03,906.0,BBDC4,8.818794250488281,
2015-03-04,906.0,BBDC4,8.636002540588379,
2015-03-05,906.0,BBDC4,8.621763229370117,
2015-03-06,906.0,BBDC4,8.51731014251709,
2015-03-07,906.0,BBDC4,8.51731014251709,
2015-03-08,906.0,BBDC4,8.51731014251709,
2015-03-09,906.0,BBDC4,8.272807121276855,
2015-03-10,906.0,BBDC4,7.997445106506348,
2015-03-11,906.0,BBDC4,8.237200736999512,
2015-03-12,906.0,BBDC4,8.090015411376953,
2015-03-13,906.0,BBDC4,7.990320205688477,
2015-03-14,906.0,BBDC4,7.990320205688477,
2015-03-15,906.0,BBDC4,7.990320205688477,
2015-03-16,906.0,BBDC4,8.109012603759766,
2015-03-17,906.0,BBDC4,8.427105903625488,
2015-03-18,906.0,BBDC4,8.759441375732422,
2015-03-19,906.0,BBDC4,8.612262725830078,
2015-03-20,906.0,BBDC4,8.745196342468262,
2015-03-21,906.0,BBDC4,8.745196342468262,
2015-03-22,906.0,BBDC4,8.745196342468262,
2015-03-23,906.0,BBDC4,8.723832130432129,
2015-03-24,906.0,BBDC4,8.640748977661133,
2015-03-25,906.0,BBDC4,8.645499229431152,
2015-03-26,906.0,BBDC4,8.379624366760254,
2015-03-27,906.0,BBDC4,8.146991729736328,
2015-03-28,906.0,BBDC4,8.146991729736328,
2015-03-29,906.0,BBDC4,8.146991729736328,
2015-03-30,906.0,BBDC4,8.317904472351074,
2015-03-31,906.0,BBDC4,8.417610168457031,
2015-04-01,906.0,BBDC4,8.691076278686523,
2015-04-02,906.0,BBDC4,8.781994819641113,
2015-04-03,906.0,BBDC4,8.781994819641113,
2015-04-04,906.0,BBDC4,8.781994819641113,
2015-04-05,906.0,BBDC4,8.781994819641113,
2015-04-06,906.0,BBDC4,8.867510795593262,
2015-04-07,906.0,BBDC4,8.915960311889648,
2015-04-08,906.0,BBDC4,8.913111686706543,
2015-04-09,906.0,BBDC4,8.753495216369629,
2015-04-10,906.0,BBDC4,8.787694931030273,
2015-04-11,906.0,BBDC4,8.787694931030273,
2015-04-12,906.0,BBDC4,8.787694931030273,
2015-04-13,906.0,BBDC4,8.810503005981445,
2015-04-14,906.0,BBDC4,8.933066368103027,
2015-04-15,906.0,BBDC4,9.029977798461914,
2015-04-16,906.0,BBDC4,9.032828330993652,
2015-04-17,906.0,BBDC4,8.764893531799316,
2015-04-18,906.0,BBDC4,8.764893531799316,
2015-04-19,906.0,BBDC4,8.764893531799316,
2015-04-20,906.0,BBDC4,8.716439247131348,
2015-04-21,906.0,BBDC4,8.716439247131348,
2015-04-22,906.0,BBDC4,8.787694931030273,
2015-04-23,906.0,BBDC4,9.0128755569458,
2015-04-24,906.0,BBDC4,9.263710021972656,
2015-04-25,906.0,BBDC4,9.263710021972656,
2015-04-26,906.0,BBDC4,9.263710021972656,
2015-04-27,906.0,BBDC4,9.089832305908203,
2015-04-28,906.0,BBDC4,9.263710021972656,
2015-04-29,906.0,BBDC4,8.987215042114258,
2015-04-30,906.0,BBDC4,9.17249584197998,
2015-05-01,906.0,BBDC4,9.17249584197998,
2015-05-02,906.0,BBDC4,9.17249584197998,
2015-05-03,906.0,BBDC4,9.17249584197998,
2015-05-04,906.0,BBDC4,9.21810245513916,
2015-05-05,906.0,BBDC4,9.254386901855469,
2015-05-06,906.0,BBDC4,9.026236534118652,
2015-05-07,906.0,BBDC4,8.992016792297363,
2015-05-08,906.0,BBDC4,9.026236534118652,
2015-05-09,906.0,BBDC4,9.026236534118652,
2015-05-10,906.0,BBDC4,9.026236534118652,
2015-05-11,906.0,BBDC4,8.997721672058105,
2015-05-12,906.0,BBDC4,8.906460762023926,
2015-05-13,906.0,BBDC4,8.818048477172852,
2015-05-14,906.0,BBDC4,9.020537376403809,
2015-05-15,906.0,BBDC4,9.177387237548828,
2015-05-16,906.0,BBDC4,9.177387237548828,
2015-05-17,906.0,BBDC4,9.177387237548828,
2015-05-18,906.0,BBDC4,8.943540573120117,
2015-05-19,906.0,BBDC4,8.863680839538574,
2015-05-20,906.0,BBDC4,8.612717628479004,
2015-05-21,906.0,BBDC4,8.510048866271973,
2015-05-22,906.0,BBDC4,8.270493507385254,
2015-05-23,906.0,BBDC4,8.270493507385254,
2015-05-24,906.0,BBDC4,8.270493507385254,
2015-05-25,906.0,BBDC4,8.356045722961426,
2015-05-26,906.0,BBDC4,8.056597709655762,
2015-05-27,906.0,BBDC4,8.350343704223633,
2015-05-28,906.0,BBDC4,8.253378868103027,
2015-05-29,906.0,BBDC4,8.042339324951172,
2015-05-30,906.0,BBDC4,8.042339324951172,
2015-05-31,906.0,BBDC4,8.042339324951172,
2015-06-01,906.0,BBDC4,7.993855953216553,
2015-06-02,906.0,BBDC4,8.26753044128418,
2015-06-03,906.0,BBDC4,8.044927597045898,
2015-06-04,906.0,BBDC4,8.044927597045898,
2015-06-05,906.0,BBDC4,7.8737053871154785,
2015-06-06,906.0,BBDC4,7.8737053871154785,
2015-06-07,906.0,BBDC4,7.8737053871154785,
2015-06-08,906.0,BBDC4,7.865139961242676,
2015-06-09,906.0,BBDC4,7.819479465484619,
2015-06-10,906.0,BBDC4,8.104862213134766,
2015-06-11,906.0,BBDC4,8.093448638916016,
2015-06-12,906.0,BBDC4,7.9336323738098145,
2015-06-13,906.0,BBDC4,7.9336323738098145,
2015-06-14,906.0,BBDC4,7.9336323738098145,
2015-06-15,906.0,BBDC4,7.902243137359619,
2015-06-16,906.0,BBDC4,8.079178810119629,
2015-06-17,906.0,BBDC4,7.907946586608887,
2015-06-18,906.0,BBDC4,8.204750061035156,
2015-06-19,906.0,BBDC4,8.039222717285156,
2015-06-20,906.0,BBDC4,8.039222717285156,
2015-06-21,906.0,BBDC4,8.039222717285156,
2015-06-22,906.0,BBDC4,8.116279602050781,
2015-06-23,906.0,BBDC4,8.22254753112793,
2015-06-24,906.0,BBDC4,8.274262428283691,
2015-06-25,906.0,BBDC4,8.24553108215332,
2015-06-26,906.0,BBDC4,8.36619758605957,
2015-06-27,906.0,BBDC4,8.36619758605957,
2015-06-28,906.0,BBDC4,8.36619758605957,
2015-06-29,906.0,BBDC4,8.142102241516113,
2015-06-30,906.0,BBDC4,8.167961120605469,
2015-07-01,906.0,BBDC4,8.142102241516113,
2015-07-02,906.0,BBDC4,8.308551788330078,
2015-07-03,906.0,BBDC4,8.2136812210083,
2015-07-04,906.0,BBDC4,8.2136812210083,
2015-07-05,906.0,BBDC4,8.2136812210083,
2015-07-06,906.0,BBDC4,8.05268669128418,
2015-07-07,906.0,BBDC4,7.980812072753906,
2015-07-08,906.0,BBDC4,7.857188701629639,
2015-07-09,906.0,BBDC4,7.857188701629639,
2015-07-10,906.0,BBDC4,8.193559646606445,
2015-07-11,906.0,BBDC4,8.193559646606445,
2015-07-12,906.0,BBDC4,8.193559646606445,
2015-07-13,906.0,BBDC4,8.337308883666992,
2015-07-14,906.0,BBDC4,8.38905143737793,
2015-07-15,906.0,BBDC4,8.34880542755127,
2015-07-16,906.0,BBDC4,8.308551788330078,
2015-07-17,906.0,BBDC4,8.285558700561523,
2015-07-18,906.0,BBDC4,8.285558700561523,
2015-07-19,906.0,BBDC4,8.285558700561523,
2015-07-20,906.0,BBDC4,8.124556541442871,
2015-07-21,906.0,BBDC4,8.021062850952148,
2015-07-22,906.0,BBDC4,7.920440196990967,
2015-07-23,906.0,BBDC4,7.615697860717773,
2015-07-24,906.0,BBDC4,7.684691905975342,
2015-07-25,906.0,BBDC4,7.684691905975342,
2015-07-26,906.0,BBDC4,7.684691905975342,
2015-07-27,906.0,BBDC4,7.791064739227295,
2015-07-28,906.0,BBDC4,7.871564388275146,
2015-07-29,906.0,BBDC4,7.937691688537598,
2015-07-30,906.0,BBDC4,7.733571529388428,
2015-07-31,906.0,BBDC4,7.900313854217529,
2015-08-01,906.0,BBDC4,7.900313854217529,
2015-08-02,906.0,BBDC4,7.900313854217529,
2015-08-03,906.0,BBDC4,7.563945293426514,
2015-08-04,906.0,BBDC4,7.494603157043457,
2015-08-05,906.0,BBDC4,7.4629597663879395,
2015-08-06,906.0,BBDC4,7.494603157043457,
2015-08-07,906.0,BBDC4,7.284581661224365,
2015-08-08,906.0,BBDC4,7.284581661224365,
2015-08-09,906.0,BBDC4,7.284581661224365,
2015-08-10,906.0,BBDC4,7.379524230957031,
2015-08-11,906.0,BBDC4,7.503235816955566,
2015-08-12,906.0,BBDC4,7.160869121551514,
2015-08-13,906.0,BBDC4,6.99113130569458,
2015-08-14,906.0,BBDC4,6.953726291656494,
2015-08-15,906.0,BBDC4,6.953726291656494,
2015-08-16,906.0,BBDC4,6.953726291656494,
2015-08-17,906.0,BBDC4,6.835772514343262,
2015-08-18,906.0,BBDC4,6.973866939544678,
2015-08-19,906.0,BBDC4,6.763845920562744,
